clip_id,ok_rate,center_drift_norm,area_change_ratio,motion_var_norm,frames,init_score,init_area_ratio
0125b0f9-50fb-42bf-a622-6c9903afb865,1.0,0.032055638874923784,0.887189292543021,0.013512284863494916,1026,0.1516597718000412,0.1058211434514025
0e7bccb0-9402-4b74-b53c-bed6dbd4873b,0.7382602001539645,0.33625960379211955,0.02864763335837716,0.16059953524121304,1299,0.24357958137989044,0.14435112325451024
1ef6f35c-027f-489a-9160-45565bd5b610,1.0,0.023000687724554436,0.8529741863075196,0.009752702166977458,318,0.16707901656627655,0.14444977238829454
24b99803-1999-47c0-b697-275a54812023,0.9668292682926829,0.4896186746719707,0.0972129319955407,0.20910536681599406,1025,0.6942030191421509,0.1750783440796052
29d15a4c-e913-4799-9be5-64144979508e,1.0,0.01141427213223013,1.0,0.005170495738994802,1033,0.18405845761299133,0.18521168983838487
49458257-bf79-4a8b-9048-7b5742348267,0.9961734693877551,0.31252227722285836,0.4522235576923077,0.11666335900324358,784,0.19763004779815674,0.01409967711243421
5a907d7b-9a9e-4f20-a3a4-5b808741188b,1.0,0.011153831828188996,0.4708545557441992,0.013167777806719256,351,0.5340346693992615,0.08434763473362245
5cfe1d48-5f7c-40ff-836e-e6cbe58f2eac,1.0,0.1370753757334763,1.739612188365651,0.1076043941473137,965,0.6734742522239685,0.26515567554630703
7d9b9e8e-a5e4-4cb1-a2ee-f2441a685026,1.0,0.13773954540683847,1.0415402763734412,0.13242346639128275,660,0.6078315377235413,0.1999117632932735
8899146c-24d9-4555-8844-331d4a045c5c,1.0,0.005118223970989417,1.0456591173054588,0.006207287423187286,1026,0.20859138667583466,0.0449324696896565
9e321296-7a2a-43c8-94a9-c02245f632e8,1.0,0.23677642927878903,1.0408324044841533,0.06473624259991033,686,0.7542124390602112,0.29135978366142995
b0b57a47-a1af-4f68-87cf-5ffaa77207cf,1.0,0.006917868979216521,1.2176874470005745,0.0033886748951335683,173,0.18912555277347565,0.1671650617786933
b61ef5ea-3918-4890-9091-7c359392f53b,0.9882926829268293,0.4027636584152787,0.328436698683124,0.18390525581675898,1025,0.2597060799598694,0.07509782314610902
bd96c769-57f5-4348-abc5-fb3db03c2d20,1.0,0.5501197982897238,0.3708010335917313,0.22716726431904985,1027,0.6020066142082214,0.13188818857483056
bf83c4cf-e675-48ac-8765-bcc528106496,1.0,0.07359326236754797,1.60925492816572,0.03410244259762814,354,0.9411216974258423,0.2938848682552059
c2cd0200-d180-4110-852b-32fdfcf4cf6c,1.0,0.09112220682621407,1.4247619047619047,0.04697567397985549,1364,0.3229236602783203,0.09788993814472007
c928b6ff-9d30-4c25-a5c8-10b8de25ecb8,1.0,0.20297448765999326,4.0,0.057261180252490704,1479,0.5120922327041626,0.14741451961240956
d88e1390-41ad-4e99-a21e-f0341f48aff5,1.0,0.1790017797405022,0.5314685314685315,0.11432195171524596,729,0.4692938029766083,0.16498530142431767
e784eb65-f340-4c13-8e25-7c3bc1b8d588,1.0,0.2832953877356106,1.4907039567773717,0.17153490974760066,904,0.43907028436660767,0.09188738113271887
efa2afcc-a926-472d-99ce-6ef845824466,1.0,0.14955716302823208,0.0646560333266756,0.11308221617219863,963,0.1350708305835724,0.1519956792726918
ff1ecb03-3c01-46a4-870f-7d4de551d083,1.0,0.05535996314384461,1.6109807384000558,0.0342267812909235,1025,0.13791795074939728,0.046751314066051465
